formula,bulk_modulus,shear_modulus,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
ScRh3C,214.9677674,90.47157785,Sc1 Rh3 C1,6,45,39,32.4,15.12,45,11,77,66,53,16.8,59,12.0107,102.9055,90.8948,73.1366224,35.722653120000004,102.9055,1814,3823,2009,2469.6,541.3599999999999,2237,3,14,11,8.8,2.3199999999999994,9,2,5,3,4.2,0.96,5,76,170,94,134.4,23.359999999999996,142,1.36,2.55,1.1899999999999997,2.15,0.3159999999999999,2.28,1,2,1,1.4,0.48,1,0,2,2,0.4,0.64,0,0,8,8,5,3.6,8,0,0,0,0,0,0,3,9,6,6.8,2.6399999999999997,9,0,1,1,0.6,0.4800000000000001,1,0,4,4,0.8,1.28,0,0,9,9,3,2.4,2,0,0,0,0,0,0,3,9,6,4.4,1.8400000000000003,3,5.64,22.235,16.595,13.759,3.3903999999999996,13.64,0,4.496,4.496,0.8992000000000001,1.4387200000000002,0,0,6.35e-06,6.35e-06,1.2700000000000001e-06,2.032e-06,0,194,225,31,212.6,14.88,225
Cr2GeC,202.3030601,81.7002521,Cr2 Ge1 C1,6,32,26,21.5,7.75,24,49,79,30,63.5,14.5,49,12.0107,72.64,60.6293,47.160725,17.5750125,51.9961,1211.4,3823,2611.6,2348.6,737.1999999999999,2180,6,14,8,10,4,6,2,4,2,3.5,0.75,4,76,139,63,118.5,21.25,139,1.66,2.55,0.8899999999999999,1.97,0.30999999999999994,1.66,1,2,1,1.5,0.5,1,0,2,2,1,1,0,0,10,10,5,2.5,5,0,0,0,0,0,0,4,14,10,7.5,3.25,6,0,1,1,0.5,0.5,1,0,4,4,2,2,0,0,5,5,2.5,2.5,5,0,0,0,0,0,0,4,6,2,5,1,6,5.64,23.005,17.365,12.75625,5.124375,11.19,0,4.496,4.496,1.2197500000000001,1.638125,0,0,0,0,0,0,0,194,229,35,219.25,12.625,229
Al(CoSi)2,175.4499068,96.25200573,Al1 Co2 Si2,13,27,14,19,6.4,14,58,78,20,69,8.8,58,26.9815386,58.933195,31.951656399999997,40.20378572,14.983527423999998,28.0855,933.47,1768,834.53,1568.694,254.08960000000002,1687,9,14,5,11.8,2.2399999999999998,9,3,4,1,3.4,0.48,3,111,126,15,119,6.4,111,1.61,1.9,0.2899999999999998,1.834,0.0896,1.88,2,2,0,2,0,2,0,2,2,1,0.8,0,0,7,7,2.8,3.3599999999999994,0,0,0,0,0,0,0,3,9,6,5.8,2.5599999999999996,4,0,0,0,0,0,0,0,5,5,2.6,2.0799999999999996,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,3,5,2,3.8,0.64,3,10.245,20.44,10.195000000000002,15.569999999999999,4.260000000000001,10.245,0,0.773,0.773,0.30920000000000003,0.37104,0,0,1.5484712,1.5484712,0.61938848,0.743266176,0,194,227,33,213.4,15.52,194
MnSiRh,153.520846,69.47314774,Mn1 Si1 Rh1,14,45,31,28,11.333333333333334,14,52,78,26,63,10,52,28.0855,102.9055,74.82000000000001,61.976348333333334,27.286101111111112,28.0855,1519,2237,718,1814.3333333333333,281.77777777777777,1519,7,14,7,10,2.6666666666666665,7,3,5,2,4,0.6666666666666666,3,111,142,31,130.66666666666666,13.111111111111114,111,1.55,2.28,0.7299999999999998,1.9100000000000001,0.24666666666666667,1.55,1,2,1,1.6666666666666667,0.4444444444444444,1,0,2,2,0.6666666666666666,0.8888888888888888,0,0,8,8,4.333333333333333,2.8888888888888893,0,0,0,0,0,0,0,4,9,5,6.666666666666667,1.7777777777777777,4,0,1,1,0.3333333333333333,0.4444444444444445,0,0,4,4,1.3333333333333333,1.7777777777777777,0,0,5,5,2.3333333333333335,1.777777777777778,0,0,0,0,0,0,0,3,5,2,4,0.6666666666666666,3,10.48758621,20.44,9.952413793100002,14.855862068966667,3.7227586206888894,10.48758621,0,0.773,0.773,0.25766666666666665,0.3435555555555556,0,0,0.000310121,0.000310121,0.000103374,0.000137831,0,217,227,10,223,4,217
Ti2GeC,153.4480085,104.2363049,Ti2 Ge1 C1,6,32,26,20.5,7.25,22,43,79,36,60.5,17.5,43,12.0107,72.64,60.6293,45.096175,16.542737499999998,47.867,1211.4,3823,2611.6,2229.1,796.9499999999999,1941,4,14,10,9,5,4,2,4,2,3.5,0.75,4,76,160,84,129,31,160,1.54,2.55,1.0099999999999998,1.91,0.3699999999999999,1.54,2,2,0,2,0,2,0,2,2,1,1,0,0,10,10,3.5,3.25,2,0,0,0,0,0,0,4,14,10,6.5,3.75,4,0,0,0,0,0,0,0,4,4,2,2,0,0,8,8,4,4,8,0,0,0,0,0,0,4,8,4,6,2,8,5.64,23.005,17.365,15.506250000000001,4.9331249999999995,16.69,0,4.496,4.496,1.2197500000000001,1.638125,0,0,2.25333333333e-05,2.25333333333e-05,1.126666666665e-05,1.126666666665e-05,2.25333333333e-05,194,225,31,201.75,11.625,194
Si3Ru4,232.2833713,103.4922943,Si3 Ru4,14,44,30,31.142857142857142,14.693877551020408,44,56,78,22,65.42857142857143,10.775510204081632,56,28.0855,101.07,72.9845,69.79092857142857,35.74751020408163,101.07,1687,2607,920,2212.714285714286,450.61224489795916,2607,8,14,6,10.571428571428571,2.9387755102040813,8,3,5,2,4.142857142857143,0.9795918367346939,5,111,146,35,131,17.142857142857142,146,1.9,2.2,0.30000000000000027,2.0714285714285716,0.1469387755102042,2.2,1,2,1,1.4285714285714286,0.489795918,1,0,2,2,0.8571428571428571,0.9795918367346939,0,0,7,7,4,3.4285714285714284,7,0,0,0,0,0,0,4,8,4,6.285714285714286,1.959183673469388,8,0,1,1,0.5714285714285714,0.489795918,1,0,4,4,1.7142857142857142,1.9591836734693877,0,0,3,3,1.7142857142857142,1.4693877551020407,3,0,0,0,0,0,0,4,4,0,4,0,4,13.51,20.44,6.9300000000000015,16.48,3.394285714285715,13.51,0,0.773,0.773,0.3312857142857143,0.3786122448979592,0,0,0,0,0,0,0,194,227,33,208.14285714285714,16.163265306122447,194
ZrN,246.8520163,142.4364484,Zr1 N1,7,40,33,23.5,16.5,7,44,82,38,63,19,44,14.0067,91.224,77.21730000000001,52.61535,38.60865,14.0067,63.05,2128,2064.95,1095.525,1032.475,63.05,4,15,11,9.5,5.5,4,2,5,3,3.5,1.5,2,71,175,104,123,52,71,1.33,3.04,1.71,2.185,0.855,1.33,2,2,0,2,0,2,0,3,3,1.5,1.5,0,0,2,2,1,1,0,0,0,0,0,0,0,4,5,1,4.5,0.5,4,0,0,0,0,0,0,0,3,3,1.5,1.5,0,0,8,8,4,4,0,0,0,0,0,0,0,3,8,5,5.5,2.5,3,14.76875,23.195,8.42625,18.981875000000002,4.213125,14.76875,0,6.437,6.437,3.2185,3.2185,0,0,0,0,0,0,0,194,194,0,194,0,194
Cr5Si3,223.7513243,132.8411869,Cr5 Si3,14,24,10,20.25,4.6875,24,49,78,29,59.875,13.59375,49,28.0855,51.9961,23.9106,43.029625,11.20809375,51.9961,1687,2180,493,1995.125,231.09375,2180,6,14,8,9,3.75,6,3,4,1,3.625,0.46875,4,111,139,28,128.5,13.125,139,1.66,1.9,0.24,1.7499999999999998,0.11249999999999996,1.66,1,2,1,1.375,0.46875,1,0,2,2,0.75,0.9375,0,0,5,5,3.125,2.34375,5,0,0,0,0,0,0,4,6,2,5.25,0.9375,6,0,1,1,0.625,0.46875,1,0,4,4,1.5,1.875,0,0,5,5,3.125,2.34375,5,0,0,0,0,0,0,4,6,2,5.25,0.9375,6,11.19,20.44,9.250000000000002,14.658750000000001,4.335937500000001,11.19,0,0.773,0.773,0.289875,0.36234374999999996,0,0,0,0,0,0,0,227,229,2,228.25,0.9375,229
BN,373.2413619,383.4030104,B1 N1,5,7,2,6,1,5,72,82,10,77,5,72,10.811,14.0067,3.1957000000000004,12.408850000000001,1.5978500000000002,10.811,63.05,2348,2284.95,1205.525,1142.475,63.05,13,15,2,14,1,13,2,2,0,2,0,2,71,84,13,77.5,6.5,71,2.04,3.04,1,2.54,0.5,2.04,2,2,0,2,0,2,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,1,3,0,0,0,0,0,0,3,5,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,1,3,7.1725,14.76875,7.59625,10.970625,3.798125,7.1725,1.524,6.437,4.913,3.9805,2.4565,1.524,0,0,0,0,0,0,166,194,28,180,14,166
CaTiO3,171.9946665,101.1157726,Ca1 Ti1 O3,8,22,14,13.2,6.24,8,7,87,80,62.2,29.76,87,15.9994,47.867,31.867599999999996,27.18864,13.427088000000001,15.9994,54.8,1941,1886.2,644.08,707.1360000000001,54.8,2,16,14,10.8,6.24,16,2,4,2,2.8,0.96,2,66,176,110,106.8,48.96,66,1,3.44,2.44,2.572,1.0416,3.44,2,2,0,2,0,2,0,4,4,2.4,1.9200000000000004,4,0,2,2,0.4,0.64,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.9600000000000002,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.0799999999999996,2,9.105,37.77,28.665000000000003,16.355,8.7,9.105,0,0,0,0,0,0,0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0,12,225,213,91,94.8,12
TiSiRu2,242.9094508,130.4220354,Ti1 Si1 Ru2,14,44,30,31,13,44,43,78,35,58.25,9.875,56,28.0855,101.07,72.9845,69.523125,31.546875,101.07,1687,2607,920,2210.5,396.5,2607,4,14,10,8.5,2.75,8,3,5,2,4.25,0.75,5,111,160,49,140.75,14.875,146,1.54,2.2,0.6600000000000001,1.96,0.2400000000000001,2.2,1,2,1,1.5,0.5,1,0,2,2,0.5,0.75,0,0,7,7,4,3,7,0,0,0,0,0,0,4,8,4,6,2,8,0,1,1,0.5,0.5,1,0,4,4,1,1.5,0,0,8,8,3.5,2.25,3,0,0,0,0,0,0,4,8,4,5,1.5,4,13.51,20.44,6.9300000000000015,16.0375,2.5275000000000007,13.51,0,0.773,0.773,0.19325,0.289875,0,0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0,194,227,33,202.25,12.375,194
HfO2,248.0066411,115.4250929,Hf1 O2,8,72,64,29.333333333333332,28.444444444444446,8,45,87,42,73,18.666666666666668,87,15.9994,178.49,162.4906,70.16293333333333,72.21804444444444,15.9994,54.8,2506,2451.2,871.8666666666667,1089.4222222222222,54.8,4,16,12,12,5.333333333333333,16,2,6,4,3.3333333333333335,1.777777777777778,2,66,175,109,102.33333333333333,48.444444444444436,66,1.3,3.44,2.1399999999999997,2.7266666666666666,0.9511111111111111,3.44,2,2,0,2,0,2,0,4,4,2.6666666666666665,1.777777777777778,4,0,2,2,0.6666666666666666,0.888888889,0,0,14,14,4.666666666666667,6.222222222222221,0,6,18,12,10,5.333333333333333,6,0,0,0,0,0,0,0,2,2,1.3333333333333333,0.888888889,2,0,8,8,2.6666666666666665,3.555555555555556,0,0,0,0,0,0,0,2,8,6,4,2.6666666666666665,2,9.105,22.2,13.094999999999999,13.469999999999999,5.819999999999999,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,72.66666666666667,80.88888889,12
YCo3B2,203.8577573,122.6851685,Y1 Co3 B2,5,39,34,21.666666666666668,11.111111111111109,27,12,72,60,55,14.333333333333334,58,10.811,88.90585,78.09485000000001,47.88790583333333,24.717937222222222,58.933195,1768,2348,580,1966.5,254.33333333333334,1768,3,13,10,9.333333333333334,2.4444444444444446,9,2,5,3,3.5,1,4,84,190,106,122.66666666666667,25.777777777777775,126,1.22,2.04,0.8200000000000001,1.8233333333333333,0.20111111111111113,1.88,2,2,0,2,0,2,0,1,1,0.3333333333333333,0.4444444444444445,0,0,7,7,3.6666666666666665,3.3333333333333335,7,0,0,0,0,0,0,3,9,6,6,3,9,0,0,0,0,0,0,0,5,5,1.6666666666666667,2.222222222222222,0,0,9,9,3,2,3,0,0,0,0,0,0,3,9,6,4.666666666666667,1.6666666666666667,3,7.1725,32.365,25.192500000000003,12.9075,6.485833333333335,10.245,0,1.524,1.524,0.508,0.6773333333333333,0,0,1.5484712,1.5484712,0.7742356,0.7742356,1.5484712,166,194,28,184.66666666666666,12.444444444444448,194
TiO,236.7461675,171.0790582,Ti1 O1,8,22,14,15,7,8,43,87,44,65,22,43,15.9994,47.867,31.867599999999996,31.9332,15.933799999999998,15.9994,54.8,1941,1886.2,997.9,943.1,54.8,4,16,12,10,6,4,2,4,2,3,1,2,66,160,94,113,47,66,1.54,3.44,1.9,2.49,0.95,1.54,2,2,0,2,0,2,0,4,4,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,4,6,2,5,1,4,0,0,0,0,0,0,0,2,2,1,1,0,0,8,8,4,4,0,0,0,0,0,0,0,2,8,6,5,3,2,9.105,16.69,7.585000000000001,12.8975,3.7925000000000004,9.105,0,0,0,0,0,0,0,2.25333333333e-05,2.25333333333e-05,1.126666666665e-05,1.126666666665e-05,0,12,194,182,103,91,12
CoReB,349.5395793,131.0669885,Co1 Re1 B1,5,75,70,35.666666666666664,26.222222222222218,5,54,72,18,61.333333333333336,7.111111111111112,54,10.811,186.207,175.396,85.317065,67.25995666666667,10.811,1768,3459,1691,2525,622.6666666666666,1768,7,13,6,9.666666666666666,2.222222222222222,7,2,6,4,4,1.3333333333333333,2,84,151,67,120.33333333333333,24.222222222222225,84,1.88,2.04,0.16000000000000014,1.9400000000000002,0.066666667,1.88,2,2,0,2,0,2,0,1,1,0.3333333333333333,0.4444444444444445,0,0,7,7,4,2.6666666666666665,0,0,14,14,4.666666666666667,6.222222222222222,0,3,21,18,11,6.666666666666667,3,0,0,0,0,0,0,0,5,5,1.6666666666666667,2.222222222222222,0,0,5,5,2.6666666666666665,1.777777777777778,0,0,0,0,0,0,0,3,5,2,4.333333333333333,0.888888889,3,7.1725,14.655,7.482499999999999,10.690833333333332,2.6427777777777774,7.1725,0,1.524,1.524,0.508,0.6773333333333333,0,0,1.5484712,1.5484712,0.5161570666666667,0.6882094222222221,0,166,194,28,184.66666666666666,12.444444444444448,166
Si(NiO2)2,198.5465548,100.7956685,Si1 Ni2 O4,8,28,20,14.571428571428571,7.673469387755103,8,61,87,26,78.28571428571429,9.959183673469386,87,15.9994,58.6934,42.693999999999996,29.924271428571426,16.439502040816325,15.9994,54.8,1728,1673.2,766.0285714285714,812.8326530612246,54.8,10,16,6,14,2.2857142857142856,16,2,4,2,2.7142857142857144,0.8163265306122449,2,66,124,58,89,26.285714285714285,66,1.9,3.44,1.54,2.782857142857143,0.7510204081632653,3.44,2,2,0,2,0,2,0,4,4,2.5714285714285716,1.6326530612244898,4,0,8,8,2.2857142857142856,3.2653061224489797,0,0,0,0,0,0,0,4,10,6,6.857142857142857,1.7959183673469385,6,0,0,0,0,0,0,0,4,4,1.7142857142857142,0.9795918367346939,2,0,2,2,0.5714285714285714,0.8163265306122449,0,0,0,0,0,0,0,2,4,2,2.2857142857142856,0.48979591836734687,2,9.105,20.44,11.335,11.071428571428571,2.676734693877551,9.105,0,0.773,0.773,0.11042857142857143,0.1893061224489796,0,0,0.5953947,0.5953947,0.17011277142857145,0.2430182448979592,0,12,227,215,103.57142857142857,104.65306122448979,12
VP2,152.165102,124.4515456,V1 P2,15,23,8,17.666666666666668,3.555555555555556,15,46,83,37,70.66666666666667,16.444444444444443,83,30.973762,50.9415,19.967737999999997,37.629674666666666,8.874550222,30.973762,317.3,2183,1865.7,939.1999999999999,829.1999999999999,317.3,5,15,10,11.666666666666666,4.444444444444445,15,3,4,1,3.3333333333333335,0.4444444444444445,3,107,153,46,122.33333333333333,20.444444444444443,107,1.63,2.19,0.56,2.0033333333333334,0.24888888888888885,2.19,2,2,0,2,0,2,0,3,3,2,1.3333333333333333,3,0,3,3,1,1.3333333333333333,0,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,3,3,2,1.3333333333333333,3,0,7,7,2.3333333333333335,3.1111111111111107,0,0,0,0,0,0,0,3,7,4,4.333333333333333,1.7777777777777777,3,13.01,22.5702381,9.560238095,19.383492063466665,4.248994708977778,22.5702381,0,1.625,1.625,1.0833333333333333,0.7222222222222223,1.625,0,0,0,0,0,0,2,229,227,77.66666666666667,100.88888888888887,2
TiB2,253.2916341,252.7375158,Ti1 B2,5,22,17,10.666666666666666,7.5555555555555545,5,43,72,29,62.333333333333336,12.888888888888888,72,10.811,47.867,37.056,23.163,16.469333333333335,10.811,1941,2348,407,2212.3333333333335,180.88888888888883,2348,4,13,9,10,4,13,2,4,2,2.6666666666666665,0.8888888888888888,2,84,160,76,109.33333333333333,33.77777777777778,84,1.54,2.04,0.5,1.8733333333333333,0.22222222222222224,2.04,2,2,0,2,0,2,0,1,1,0.6666666666666666,0.4444444444444445,1,0,2,2,0.6666666666666666,0.888888889,0,0,0,0,0,0,0,3,4,1,3.3333333333333335,0.4444444444444445,3,0,0,0,0,0,0,0,5,5,3.3333333333333335,2.222222222222222,5,0,8,8,2.6666666666666665,3.555555555555556,0,0,0,0,0,0,0,5,8,3,6,1.3333333333333333,5,7.1725,16.69,9.517500000000002,10.345,4.23,7.1725,0,1.524,1.524,1.016,0.6773333333333333,1.524,0,2.25333333333e-05,2.25333333333e-05,7.5111111111e-06,1.00148148148e-05,0,166,194,28,175.33333333333334,12.444444444444448,166
AlCr2C,188.8118155,133.77164,Al1 Cr2 C1,6,24,18,16.75,7.25,24,49,77,28,62,13,49,12.0107,51.9961,39.9854,35.746109649999994,16.249990349999997,51.9961,933.47,3823,2889.5299999999997,2279.1175000000003,771.9412500000001,2180,6,14,8,9.75,3.75,6,2,4,2,3.25,0.75,4,76,139,63,118.75,21.375,139,1.61,2.55,0.9399999999999997,1.8699999999999999,0.3399999999999999,1.66,1,2,1,1.5,0.5,1,0,2,2,0.75,0.75,0,0,5,5,2.5,2.5,5,0,0,0,0,0,0,3,6,3,4.75,1.25,6,0,1,1,0.5,0.5,1,0,5,5,2.25,2.25,0,0,5,5,2.5,2.5,5,0,0,0,0,0,0,4,6,2,5.25,0.75,6,5.64,16.48,10.84,11.125,2.7424999999999997,11.19,0,4.496,4.496,1.124,1.6860000000000002,0,0,0,0,0,0,0,194,229,35,219.25,12.625,229
BaNb4O6,185.079161,109.4757305,Ba1 Nb4 O6,8,56,48,24.363636363636363,17.85123966942149,8,9,87,78,65.36363636363636,23.603305785123965,87,15.9994,137.327,121.3276,54.99535636363637,42.541043305785124,15.9994,54.8,2750,2695.2,1120.8,1184.8727272727274,54.8,2,16,14,10.727272727272727,5.752066116,16,2,6,4,3.4545454545454546,1.586776859504132,2,66,215,149,115.18181818181819,53.65289256198348,66,0.89,3.44,2.55,2.539090909090909,0.9828099173553717,3.44,1,2,1,1.6363636363636365,0.4628099173553718,2,0,4,4,2.1818181818181817,1.9834710743801656,4,0,4,4,1.4545454545454546,1.8512396694214877,0,0,0,0,0,0,0,2,6,4,5.2727272727272725,0.79338843,6,0,1,1,0.36363636363636365,0.4628099173553719,0,0,2,2,1.0909090909090908,0.9917355371900828,2,0,6,6,2.1818181818181817,2.776859504132231,0,0,0,0,0,0,0,0,7,7,3.6363636363636362,2.446280991735537,2,9.105,63.59,54.485,17.35818181818182,9.003471074380165,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,110.63636363636364,107.60330578512395,12
ZrCo3B2,243.9966199,129.6947527,Zr1 Co3 B2,5,40,35,21.833333333333332,11.222222222222223,27,44,72,28,60.333333333333336,7.777777777777779,58,10.811,91.224,80.41300000000001,48.27426416666666,24.975509444444445,58.933195,1768,2348,580,2021.3333333333333,253.33333333333334,1768,4,13,9,9.5,2.3333333333333335,9,2,5,3,3.5,1,4,84,175,91,120.16666666666667,24.11111111111111,126,1.33,2.04,0.71,1.8416666666666668,0.17055555555555543,1.88,2,2,0,2,0,2,0,1,1,0.3333333333333333,0.4444444444444445,0,0,7,7,3.8333333333333335,3.1666666666666665,7,0,0,0,0,0,0,3,9,6,6.166666666666667,2.8333333333333335,9,0,0,0,0,0,0,0,5,5,1.6666666666666667,2.222222222222222,0,0,8,8,2.8333333333333335,1.8888888888888886,3,0,0,0,0,0,0,3,8,5,4.5,1.5,3,7.1725,23.195,16.0225,11.379166666666668,3.9386111111111126,10.245,0,1.524,1.524,0.508,0.6773333333333333,0,0,1.5484712,1.5484712,0.7742356,0.7742356,1.5484712,166,194,28,184.66666666666666,12.444444444444448,194
AlCo3C,234.4545096,116.5016442,Al1 Co3 C1,6,27,21,20,8.4,27,58,77,19,64.8,8.16,58,12.0107,58.933195,46.922495,43.158364719999994,18.92979634,58.933195,933.47,3823,2889.5299999999997,2012.0940000000003,724.3624000000002,1768,9,14,5,10.8,2.16,9,2,4,2,3.4,0.72,4,76,126,50,115,15.6,126,1.61,2.55,0.9399999999999997,1.9600000000000002,0.23600000000000013,1.88,2,2,0,2,0,2,0,2,2,0.6,0.72,0,0,7,7,4.2,3.3599999999999994,7,0,0,0,0,0,0,3,9,6,6.8,2.6399999999999997,9,0,0,0,0,0,0,0,5,5,1.8,2.16,0,0,3,3,1.8,1.44,3,0,0,0,0,0,0,3,5,2,3.6,0.72,3,5.64,16.48,10.84,10.571000000000002,2.3636000000000017,10.245,0,4.496,4.496,0.8992000000000001,1.4387200000000002,0,0,1.5484712,1.5484712,0.92908272,0.743266176,1.5484712,194,225,31,200.2,9.919999999999993,194
TiB,207.1578602,189.7634077,Ti1 B1,5,22,17,13.5,8.5,5,43,72,29,57.5,14.5,43,10.811,47.867,37.056,29.339,18.528,10.811,1941,2348,407,2144.5,203.5,1941,4,13,9,8.5,4.5,4,2,4,2,3,1,2,84,160,76,122,38,84,1.54,2.04,0.5,1.79,0.25,1.54,2,2,0,2,0,2,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,0,0,0,0,0,3,4,1,3.5,0.5,3,0,0,0,0,0,0,0,5,5,2.5,2.5,0,0,8,8,4,4,0,0,0,0,0,0,0,5,8,3,6.5,1.5,5,7.1725,16.69,9.517500000000002,11.93125,4.758750000000001,7.1725,0,1.524,1.524,0.762,0.762,0,0,2.25333333333e-05,2.25333333333e-05,1.126666666665e-05,1.126666666665e-05,0,166,194,28,180,14,166
TaSi2,185.5648539,142.2552612,Ta1 Si2,14,73,59,33.666666666666664,26.222222222222218,14,48,78,30,68,13.333333333333334,78,28.0855,180.94788,152.86238,79.03962666666666,67.93883555555556,28.0855,1687,3290,1603,2221.3333333333335,712.4444444444445,1687,5,14,9,11,4,14,3,6,3,4,1.3333333333333333,3,111,170,59,130.66666666666666,26.222222222222218,111,1.5,1.9,0.3999999999999999,1.7666666666666666,0.17777777777777773,1.9,2,2,0,2,0,2,0,2,2,1.3333333333333333,0.888888889,2,0,3,3,1,1.3333333333333333,0,0,14,14,4.666666666666667,6.222222222222221,0,4,19,15,9,6.666666666666667,4,0,0,0,0,0,0,0,4,4,2.6666666666666665,1.777777777777778,4,0,7,7,2.3333333333333335,3.1111111111111107,0,0,0,0,0,0,0,4,7,3,5,1.3333333333333333,4,18.12,20.44,2.3200000000000003,19.666666666666668,1.0311111111111113,20.44,0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0,0,0,0,0,0,227,229,2,227.66666666666666,0.8888888888888857,227
HfC,236.170534,179.8151318,Hf1 C1,6,72,66,39,33,6,45,77,32,61,16,45,12.0107,178.49,166.47930000000002,95.25035,83.23965000000001,12.0107,2506,3823,1317,3164.5,658.5,2506,4,14,10,9,5,4,2,6,4,4,2,2,76,175,99,125.5,49.5,76,1.3,2.55,1.2499999999999998,1.9249999999999998,0.6249999999999999,1.3,2,2,0,2,0,2,0,2,2,1,1,0,0,2,2,1,1,0,0,14,14,7,7,0,4,18,14,11,7,4,0,0,0,0,0,0,0,4,4,2,2,0,0,8,8,4,4,0,0,0,0,0,0,0,4,8,4,6,2,4,5.64,22.2,16.56,13.92,8.280000000000001,5.64,0,4.496,4.496,2.248,2.248,0,0,0,0,0,0,0,194,194,0,194,0,194
